Token	        Lemma    	Part-of-speech
,	   -                    - 
ми	   ми                   pron:pers:p:1:v_naz:anim
просто	   просто               adv:compb                               
потрапили  потрапити            verb:past:p:perf 
на	   на                   prep:rv_zna:rv_mis 
невдалого  невдалий             adj:m:v_zna                                
повара	   повар                noun:m:v_zna:anim 
,	   -                    - 
але	   але                  conj:coord                              
перше	   перший               adj:n:v_naz                                
враження   враження             noun:n:v_naz                               
було	   бути                 verb:past:n:imperf 
зіпсоване  зіпсований           adjp:pasv:past:n:v_naz  
                                adjp:pasv:past:n:v_zna 
.	   -                    SENT_END 
           -                    SENT_START 
           -                    SENT_END 
                                PARA_END 
           -                    SENT_START 
Сьогодні   сьогодні             adv 
відвідали  відвідати            verb:past:p:perf 
з	   з                    prep:rv_rod:rv_zna:rv_oru
дружиною   дружина              noun:f:v_oru                               
цей	   цей                  adj:m:v_zna:&pron:dem 
ресторан   ресторан             noun:m:v_zna 
.	   -                    SENT_END 
           -                    SENT_START 
Ну	   ну                   excl                              
що	   що                   conj:subord                      
можна	   можна                predic 
сказати	   сказати              verb:inf:perf 
?	   -                    SENT_END 
           -                    SENT_START 
Більше	   багато               adv:compr          
ми	   ми                   pron:pers:p:1:v_naz:anim
сюди	   сюди                 adv:&pron:dem 
не	   не                   part 
прийдемо   прийти               verb:futr:p:1:perf 
.	   -                    SENT_END 
           -                    SENT_START 
Однозначно однозначно           adv 
.	   -                    SENT_END 
           -                    SENT_START 
По-перше   по-перше             adv 
,	   -                    - 
почнемо	   почати               verb:futr:p:1:perf 
з	   з                    prep:rv_rod:rv_zna:rv_oru
обслуговування	обслуговування  noun:n:v_rod                              
.	   -                    SENT_END 
           -                    SENT_START 
Офіціантка офіціантка           noun:f:v_naz:anim 
,	   -                    - 
яка	   який                 adj:f:v_naz:&pron:int:rel:def
приймала   приймати             verb:past:f:imperf 
наше	   наш                  adj:n:v_zna:&pron:pos 
замовлення замовлення           noun:n:v_zna                               
,	   -                    - 
з	   з                    prep:rv_rod:rv_zna:rv_oru 
початку	   початок              noun:m:v_rod 
явно	   явно                 adv 
не	   не                   part 
відрізнялася відрізнятися       verb:rev:past:f:imperf 
особливою  особливий            adj:f:v_oru 
привітністю привітність         noun:f:v_oru 
.	   -                    SENT_END 
           -                    SENT_START 
Крім	   крім                 prep:rv_rod     
того	   той                  adj:n:v_rod:&pron:dem 
,	   -                    - 
замість	   замість              prep:rv_rod 
двох	   два                  numr:n:v_rod                                  
порцій	   порція               noun:p:v_rod 
запеченої  запечений            adjp:pasv:past:f:v_rod 
картоплі   картопля             noun:f:v_rod 
на	   на                   prep:rv_zna:rv_mis 
гарнір	   гарнір               noun:m:v_zna 
принесла   принести             verb:past:f:perf 
лише	   лише                 part 
одну	   один                 numr:f:v_zna 
,	   -                    - 
після	   після                adv 
чого	   що                   pron:int:rel:n:v_rod 
намагалася намагатися           verb:rev:past:f:imperf 
сперечатися сперечатися         verb:rev:inf:imperf 
,	    -                   - 
ніби	    ніби                conj:subord                                
це	    цей                 adj:n:v_naz:&pron:dem                          
ми	    ми                  pron:pers:p:1:v_naz:anim
винні	    винний              adj:p:v_naz                                
і	    і                   conj:coord          
неправильно неправильно         adv 
зробили	    зробити             verb:past:p:perf 
замовлення  замовлення          noun:n:v_zna                              
.	    -                   SENT_END 
            -                   SENT_START 
Чи	    чи                  conj:coord:subord                    
варто	    варто               predic 
дивуватися  дивуватися          verb:rev:inf:imperf 
,	    -                   - 
що	    що                  conj:subord                                  
на	    на                  prep:rv_zna:rv_mis 
прощання    прощання            noun:n:v_zna 
не	    не                  part 
пролунало   пролунати           verb:past:n:perf 
навіть	    навіть              part 
стандартної стандартний         adj:f:v_rod:compb 
фрази	    фраза               noun:f:v_rod                                 
«	    -                   - 
Заходьте    заходити            verb:impr:p:2:imperf 
ще	    ще                  part 
»	    -                   - 
...	    -                   SENT_END 
	    -                   SENT_START 
Щодо	    щодо                prep:rv_rod 
кухні	    кухня               noun:f:v_rod                                
.	    -                   SENT_END 
            -                   SENT_START 
Ми	    ми                  pron:pers:p:1:v_naz:anim
з	    з                   prep:rv_rod:rv_zna:rv_oru
дружиною    дружина             noun:f:v_oru                             
замовили    замовити            verb:past:p:perf 
шашлики	    шашлик              noun:p:v_zna 
зі	    зі                  prep:rv_rod:rv_zna:rv_oru
свиної	    свиний              adj:f:v_rod 
полядвиці   полядвиця           noun:f:v_rod 
та	   та                   conj:coord                                 
запечену   запечений            adjp:pasv:past:f:v_zna 
картоплю   картопля             noun:f:v_zna 
з	   з                    prep:rv_rod:rv_zna:rv_oru
салом	   сало                 noun:n:v_oru 
.	   -                    SENT_END 
           -                    SENT_START 
Не	   не                   part 
знаю	   знати                verb:pres:s:1:imperf 
,	   -                    - 
можливо	   можливо              adv 
це	   цей                  adj:n:v_naz:&pron:dem                            
якийсь	   якийсь               adj:m:v_naz:&pron:ind                                
особливий  особливий            adj:m:v_naz                      
рецепт	   рецепт               noun:m:v_naz                               
,	   -                    - 
але	   але                  conj:coord        
нам	   ми                   pron:pers:p:1:v_dav:anim
принесли   принести             verb:past:p:perf 
по	   по                   prep:rv_mis:rv_zna 
шматку	   шматок               noun:m:v_dav 
м'яса	   м'ясо                noun:n:v_rod                                
з	   з                    prep:rv_rod:rv_zna:rv_oru
кістками   кістка               noun:p:v_oru 
(	   -                    - 
ребрами	   ребро                noun:p:v_oru 
)	   -                    - 
.	   -                    SENT_END 
           -                    SENT_START 
На	   на                   prep:rv_zna:rv_mis 
наше	   наш                  adj:n:v_zna:&pron:pos 
зауваження зауваження           noun:n:v_zna                                  
,	   -                    - 
що	   що                   conj:subord 
ми	   ми                   pron:pers:p:1:v_naz:anim 
не	   не                   part 
замовляли  замовляти            verb:past:p:imperf 
шашлик	   шашлик               noun:m:v_zna 
на	   на                   prep:rv_zna:rv_mis 
ребрах	   ребро                noun:p:v_mis 
(	   -                    - 
в	   в                    prep:rv_zna:rv_mis:rv_rod:v-u 
меню	   меню                 noun:n:v_dav:nv                                 
є	   бути                 verb:pres:p:1:imperf                             
і	   і                    conj:coord                        
таке	   такий                adj:n:v_naz:&pron:def   
)	   -                    - 
,	   -                    - 
нам	   ми                   pron:pers:p:1:v_dav:anim 
відповіли  відповісти           verb:past:p:perf 
,	   -                    - 
що	   що                   conj:subord                                 
«	   -                    - 
шашлик	   шашлик               noun:m:v_zna 
з	   з                    prep:rv_rod:rv_zna:rv_oru 
полядвиці  полядвиця            noun:f:v_rod 
такий	   такий                adj:m:v_naz:&pron:def                                 
і	   і                    conj:coord                                
має	   мати                 verb:pres:s:3:imperf        
бути	   бути                 verb:inf:imperf 
»	   -                    - 
(	   -                    - 
?      	   -                    - 
!	   -                    - 
)	   -                    - 
.	   -                    SENT_END 
           -                    SENT_START 
Цікаво	   цікаво               adv:compb 
,	   -                    - 
чому	   чому                 adv:&pron:int:rel           
клієнт	   клієнт               noun:m:v_naz:anim 
має        мати                 verb:pres:s:3:imperf          
платити	   платити              verb:inf:imperf 
за	   за                   prep:rv_rod:rv_zna:rv_oru
кістки	   кістка               noun:p:v_zna 
,	   -                    - 
коли	   коли                 adv:&pron:int:rel                  
ясно	   ясно                 adv:compb 
пояснив	   пояснити             verb:past:m:perf 
,	   -                    - 
що	   що                   conj:subord                    
хоче	  хотіти                verb:unknown 
з'їсти	  з'їсти                verb:inf:perf 
якісне	  якісний               adj:n:v_zna:compb 
чисте	  чистий                adj:n:v_naz:compb                            
м'ясо	  м'ясо                 noun:n:v_zna 
?	  -                     - 
!	  -                     SENT_END 
          -                     SENT_START 
Крім	  крім                  prep:rv_rod      
того	  той                   adj:m:v_rod:&pron:dem                              
,	  -                     - 
запечена  запечений             adjp:pasv:past:f:v_naz 
картопля  картопля              noun:f:v_naz 
виявилася виявитися             verb:rev:past:f:perf 
всередині всередині             adv:v-u 
сирою	  сирий                 adj:f:v_oru 
і	  і                     conj:coord                                
абсолютно абсолютно             adv 
несоленою несолений             adj:f:v_oru 
.	  -                     SENT_END 
          -                     SENT_START 
Тому	  тому                  adv         
пішли	  піти                  verb:past:p:perf 
ми	  ми                    pron:pers:p:1:v_naz:anim
з	  з                     prep:rv_rod:rv_zna:rv_oru
цього	  цей                   adj:m:v_rod:&pron:dem                               
рестрану  -                     - 
абсолютно абсолютно             adv 
незадоволені незадоволений      adj:p:v_naz                         
.	  -                     SENT_END 
          -                     SENT_START 
Підозрюю  підозрювати           verb:pres:s:1:imperf 
,	  -                     - 
що	  що                    conj:subord     
попередні попередній            adj:p:v_naz               
хвалебні  хвалебний             adj:p:v_naz                      
відзиви	  відзив                noun:p:v_naz:bad                   
зроблені  зроблений             adjp:pasv:past:p:v_naz 
або	  або                   conj:coord 
«	  -                     - 
своїми	  свій                  adj:p:v_oru:&pron:pos 
»	  -                     - 
,	  -                     - 
або	  або                   conj:coord 
людьми	  люди                  noun:p:v_oru:anim 
,	  -                     - 
які	  який                  adj:p:v_naz:&pron:int:rel:def
ніколи	  ніколи                adv:&pron:neg 
не	  не                    part 
куштували    куштувати          verb:past:p:imperf 
справжньої   справжній          adj:f:v_rod 
європейської європейський       adj:f:v_rod 
чи	  чи                    conj:coord:subord 
кавказської -                   - 
кухні	  кухня                 noun:f:v_rod                                 
і	  і                     conj:coord            
не	  не                    part 
мають	  мати                  verb:pres:p:3:imperf         
з	  з                     prep:rv_rod:rv_zna:rv_oru 
чим	  що                    pron:int:rel:n:v_oru 
порівняти порівняти             verb:inf:perf 
...	  -                     SENT_END 
          -                     SENT_START 
Два	  два                   numr:m:v_naz    
бали	  бал                   noun:p:v_naz 
          -                     SENT_END 
          -                     PARA_END 




 
