Token	 Lemma	    Part-of-speech	          
яка	    який         adj:f:v_naz:&pron:int:rel:def 
проживає проживати   verb:pres:s:3:imperf 
у	    у            prep:rv_zna:rv_mis:rv_rod:v-u 
Львові	Львів        noun:m:v_mis 
мала	малий        adj:f:v_naz:compb 
таку	такий        adj:f:v_zna:&pron:def 
"	    -            - 
чудо-картку	чудо-картка noun:f:v_zna 
"     	-            - 
і	    і            conj:coord 
тоді	тоді         adv:&pron:dem 
казковим казковий    adj:m:v_oru 
чином	чин          noun:m:v_oru 
наш	    наш          adj:m:v_naz:&pron:pos 
рахунок	рахунок      noun:m:v_naz 
залишився залишитися verb:rev:past:m:perf 
без	    без          prep:rv_rod 
"	    -            - 
0	    0            number 
"	    -            - 
,	    -            - 
тобто   тобто        conj:subord 
вийшло	вийти        verb:past:n:perf:perf 
просто	просто       adv:compb 
1.436	-            number
.	    -            SENT_END 
        -            SENT_START 
І	    і            conj:coord 
в	    в            prep:rv_zna:rv_mis:rv_rod:v-u 
той	    той          adj:m:v_naz:&pron:dem 
самий	самий        adj:m:v_naz 
момент	момент       noun:m:v_naz 
я	    я            noun:s:v_naz:anim:&pron:pers:1
побачила побачити    verb:past:f:perf 
світло	світло       noun:n:v_zna 
в	    в            prep:rv_zna:rv_mis:rv_rod:v-u 
кінці	кінець       noun:m:v_mis 
тонелю	-            - 
(	    -            - 
дуже	дуже         adv 
дякую	дякувати     verb:pres:s:1:imperf 
тобі	ти           noun:s:v_dav:anim:&pron:pers:2
Оксано	Оксана       noun:f:v_kly:anim:fname 
!	    -            - 
)	    -            - 
.	    -            SENT_END 
        -            SENT_START 
На	    на           prep:rv_zna:rv_mis 
кінець	кінець       noun:m:v_zna 
скажу	сказати      verb:futr:s:1:perf 
,	    -            -
я	    я            noun:s:v_naz:anim:&pron:pers:1 
задоволена	задоволений adj:f:v_naz:compb:&adjp:pasv:past
кухнею	кухня        noun:f:v_oru 
,	    -            - 
атмосферою	атмосфера noun:f:v_oru 
,	    -            - 
навіть	навіть       part 
персоналом	персонал noun:m:v_oru 
,	    -            - 
але	    але          conj:coord  
й	    й            conj:coord 
ти	    ти           noun:s:v_naz:anim:&pron:pers:2 
туди	туди         adv:&pron:dem 
після	після        prep:rv_rod 
відвідин відвідини   noun:p:v_rod 
Криївки	криївка      noun:f:v_rod 
нікому	ніхто        noun:v_dav:anim:&pron:neg 
не	    не           part 
раджу	радити       verb:pres:s:1:imperf 
!	    -            - 
)	    -            - 
)	    -            SENT_END 
                     PARA_END 
        -            SENT_START 
Доводилось доводитися verb:rev:past:n:imperf 
відвідати  відвідати verb:inf:perf 
цей	    цей          adj:m:v_zna:&pron:dem 
ресторан ресторан    noun:m:v_zna 
декілька декілька    numr:p:v_zna:&pron:ind 
разів	раз          noun:p:v_rod 
як	    як           conj:subord 
з	    з            prep:rv_rod:rv_zna:rv_oru
друзями	друзі        noun:p:v_oru:anim 
,	    -            - 
так	    так          adv:&pron:dem 
і	    і            conj:coord 
з	    з            prep:rv_rod:rv_zna:rv_oru
коханою	кохана       noun:f:v_oru:anim 
.	    -            SENT_END         
		-            SENT_START 
Вперше  вперше       adv:v-u 
мене	я            noun:s:v_rod:anim:&pron:pers:1
трохи	трохи        adv 
збаламутив	збаламутити verb:past:m:perf 
цей	    цей          adj:m:v_zna:&pron:dem 
чоловік	чоловік      noun:m:v_naz:anim 
при	    при          prep:rv_mis 
вході	вхід         noun:m:v_mis 
.	    -            SENT_END 
        -            SENT_START 
Направду направду    adv 
подумав	подумати     verb:past:m:perf 
,    	-            - 
що	    що           conj:subord 
не	    не           part 
туди	туди         adv:&pron:dem 
попав	попасти      verb:past:m:perf 
.	    -            SENT_END 
        -            SENT_START 
А	    а            conj:coord  
коли	коли         adv:&pron:int:rel 
вже	    вже          adv:v-u 
проминув проминути   verb:past:m:perf 
ту	    той          adj:f:v_zna:&pron:dem 
захаращену	захаращений adjp:pasv:past:f:v_zna 
кімнатку кімнатка    noun:f:v_zna 
,	    -            - 
опинився опинитися   verb:rev:past:m:perf 
в	    в            prep:rv_zna:rv_mis:rv_rod:v-u 
шикарному	шикарний adj:n:v_mis 
місці	місце        noun:n:v_mis 
.	    -            SENT_END 
        -            SENT_START 
До	    до           prep:rv_rod 
того	той          adj:m:v_rod:&pron:dem 
ніколи	ніколи       adv:&pron:neg 
паніше	-            - 
не	    не           part 
доводилось	доводитися verb:rev:past:n:imperf 
побувати	побувати verb:inf:perf 
в	    в            prep:rv_zna:rv_mis:rv_rod:v-u 
достойних достойний  adj:p:v_mis:compb 
ресторанах	ресторан noun:p:v_mis 
,	    -            - 
але	    але          conj:coord 
цей	    цей          adj:m:v_naz:&pron:dem 
справив	справити     verb:past:m:perf 
на	    на           prep:rv_zna:rv_mis 
мене	я            noun:s:v_zna:anim:&pron:pers:1
враження враження    noun:n:v_naz 
.	    -            SENT_END 
        -            SENT_START 
Строгий	строгий      adj:m:v_naz:compb 
інтер'єр інтер'єр    noun:m:v_naz 
,	    -            - 
зі	    зі           prep:rv_rod:rv_zna:rv_oru
смаком  смак         noun:m:v_oru 
розставлені	розставлений adjp:pasv:past:p:v_naz 
аксесуари	аксесуар noun:p:v_naz 
і	    і            conj:coord 
навіть	навіть       part 
шикарний шикарний    adj:m:v_naz 
автомобіль автомобіль noun:m:v_naz 
всередині всередині  adv:v-u 
приміщення приміщення noun:n:v_naz 
.	    -            SENT_END 
        -            SENT_START 
Шодо	-            - 
меню	меню         noun:n:v_oru:nv 
,	    -            - 
то	    то           conj:subord 
ціни	ціна         noun:p:v_naz 
спершу	спершу       adv 
вражають вражати     verb:pres:p:3:imperf 
,	    -            - 
але	    але          conj:coord 
для	    для          prep:rv_rod 
місцевих місцевий    adj:p:v_rod 
останній останній    adj:m:v_naz 
нулик	нулик        noun:m:v_naz 
не	    не           part 
рахується рахуватися verb:rev:pres:s:3:imperf
.	    -            SENT_END 
        -            SENT_START 
Можна	можна        predic 
досить	досить       adv 
добре	добре        adv 
пообідати	пообідати verb:inf:perf 
вдвох	вдвох        adv 
за	    за           prep:rv_rod:rv_zna:rv_oru
300	    300          number 
гривень	гривня       noun:p:v_rod 
.       -            SENT_END 
        -            SENT_START 
Ціни	ціна         noun:p:v_naz 
,	    -            - 
звичайно звичайно    adv:compb 
,	    -            - 
дещо	дещо         adv 
перебільшені	перебільшений adjp:pasv:past:p:v_naz 
,	    -            - 
але	    але          conj:coord 
побавити	побавити verb:inf:perf 
кохану	кохана       noun:f:v_zna:anim 
час	   час від часу  <adv> 
від	   від           prep:rv_rod 
часу   час від часу  </adv> 
можна  можна         predic 
.	   -             SENT_END 
       -             SENT_START 
Отож   отож          part 
,	   -             - 
місце  місце         noun:n:v_naz 
варте  вартий        adj:n:v_naz 
уваги  увага         noun:f:v_rod 
,	   -             - 
раджуивідвідати	-    - 
як	  як             conj:subord 
туристам	турист   noun:p:v_dav:anim 
,	  -              - 
так	  так            part 
і	  і              conj:coord 
місцевим	місцевий adj:p:v_dav 
.	  -              SENT_END 
      -              SENT_START 
P	  -              - 
.	  -              - 
S	  -              - 
.	  -              SENT_END 
      -              SENT_START 
Столик	столик       noun:m:v_naz 
біля	біля         prep
вікна	вікно        noun:n:v_rod  
з	    з            prep:rv_rod:rv_zna:rv_oru
виглядом вигляд      noun:m:v_oru 
на	    на           prep:rv_zna:rv_mis 
площу	площа        noun:f:v_zna 
супер	супер        noun:m:v_naz 
.	    -            SENT_END 
        -            SENT_START 
Можна	можна        predic 
неспішачи	-        - 
пити	пити         verb:inf:imperf 
собі	себе         noun:m:v_dav:&pron:refl 
каву	кава         noun:f:v_zna 
,	    -            - 
поки	поки         adv:&pron:int:rel 
за	    за           prep:rv_rod:rv_zna:rv_oru
вікном	вікно        noun:n:v_oru 
проходять проходити verb:pres:p:3:imperf 
люди	люди         noun:p:v_naz:anim 
,	    -            - 
кудись	кудись       adv:&pron:ind 
спішучи	-            - 
.	    -            SENT_END 
        -            SENT_START 
Особливо особливо    adv 
затишно	затишно      adv:compb 
взимку	взимку       adv:v-u 
.	    -            SENT_END 
                     PARA_END 

        -            SENT_START 
Ресторан ресторан    noun:m:v_naz  
супер	супер        noun:m:v_naz 
.	    -            SENT_END 
        -            SENT_START 
Всі	    весь         adj:p:v_naz:&pron:dem 
хто	    хто          conj:subord 
негативно негативно  adv:compb 
відкликалися	відкликатися verb:rev:past:p:imperf 
єдине	єдиний       adj:n:v_naz 
прохання -	         noun:f:v_naz 
НЕ	    не           part 
ЙДІТЬ	йти          verb:impr:p:2:imperf 
ТУДИ	туди         adv:&pron:dem 
БІЛЬШЕ	багато       adv:compr 
!	    -            SENT_END 
        -            SENT_START 
Може	може         insert 
черги	черга        noun:p:v_naz 
трішки	трішки       adv 
меншими	малий        adj:p:v_oru:compr 
будуть	бути         verb:futr:p:3:imperf 
.	    -            SENT_END 
        -            SENT_START 
Суперове -           - 
місце	місце        noun:n:v_naz 
,	    -            - 
одна	один         numr:f:v_naz 
з	    з            prep:rv_rod:rv_zna:rv_oru 
найкращих хороший    adj:p:v_rod:super 
кухонь	кухня        noun:p:v_rod 
що	    що           conj:subord 
я	    я            noun:s:v_naz:anim:&pron:pers:1 
куштував куштувати   verb:past:m:imperf 
,	    -            - 
прийнамні	-        adv
з	    з            prep:rv_rod:rv_zna:rv_oru 
ти	    ти           noun:s:v_naz:anim:&pron:pers:2 
7-8	    7-8          number 
страв	страва       noun:p:v_rod 
що	    що           conj:subord 
я	    я            noun:s:v_naz:anim:&pron:pers:1 
встиг	встигнути    verb:past:m:perf:v-u 
спробувати спробувати verb:inf:perf 
тут	    тут          adv:&pron:dem 
,	    -            - 
абсолютно абсолютно  adv 
професійне	професійний adj:n:v_naz:compb  
обслугвування	-    - 
.	    -            SENT_END 
        -            SENT_START 
Ціни	ціна         noun:p:v_naz 
вище	високо       adv:compr 
середньольвівських	- - 
,	    -            - 
нижче	низько       adv:compr
середньокиївських -  - 
.	    -            SENT_END 
        -            SENT_START 
Єжине	-            - 
що	    що           conj:subord 
поганенько	поганенько adv 
-	    -            - 
довжелехні	-        - 
черги	черга        noun:p:v_naz 
на	    на           prep:rv_zna:rv_mis 
свята	свято        noun:n:v_rod 
.	    -            SENT_END 
        -            SENT_START 
Порада   -               noun:f:v_naz
якщо	-                conj:subord 
ви	   ви            noun:p:v_naz:anim:&pron:pers:2
з	   з             prep:rv_rod:rv_zna:rv_oru 
половинкою  половинка    noun:f:v_oru 
забронюйте  забронювати  verb:impr:p:2:perf
заздалегідь	заздалегідь adv 
столик столик       noun:m:v_zna 
на	   на           prep:rv_zna:rv_mis 
балконі	балкон      noun:m:v_mis 
.	   -            SENT_END 
       -            SENT_START 
Ресторану ресторан noun:m:v_dav
успіхів	  успіх    noun:p:v_rod 
,	   -            - 
а	   а            conj:coord 
конкуренти	конкурент noun:p:v_naz:anim 
хай	   хай          conj:subord 
надалі надалі       adv 
сходять	сходити     verb:futr:p:3:perf 
піною  піна         noun:f:v_oru 
в	   в            prep:rv_zna:rv_mis:rv_rod:v-u 
коментах	-       - 
:	   -            - 
)	   -            - 
Всім   весь         adj:p:v_dav:&pron:dem 
добра  добро        noun:n:v_rod 
!	   -            - 
:	   -            - 
)	   -            SENT_END 
                    PARA_END 
