Token	Lemma		Part-of-speech	Chunk
	      - 		SENT_START 	
приніс принести 	verb:past:m:perf 	
меню меню			noun:n:v_zna:nv 	
.		-	 		SENT_END 	
		-	 		SENT_START 	
Замовили замовити 	verb:past:p:perf 	
десерти	десерт 		noun:p:v_zna 	
,		-	 		- 	
напої	напій  		noun:p:v_zna 	
та		та	 		conj:coord  	
налаштувались налаштуватися verb:rev:past:p:perf 	
отримувати отримувати verb:inf:imperf 	
задоволення	задоволення noun:n:v_zna  	
,		- 			- 	
однак	однак 		conj:coord
крім	крім 		prep:rv_rod 	
прекрасного	прекрасний adj:m:v_rod:compb 	
вигляду	вигляд 	 	noun:m:v_rod 	
більше	великий 	adj:n:v_naz:compr  	
нас		ми			noun:p:v_rod:anim:&pron:pers:1	
нічого	ніщо 		noun:v_zna:inanim:&pron:neg 	
не		не	 		part 	
тішило	тішити 		verb:past:n:imperf 	
!		-	 		- 	
!		-	 		- 	
!		-	 		- 	
!		- 			- 	
!		- 			SENT_END 	
		-	 		SENT_START 	
Офіціант офіціант 	noun:m:v_naz:anim 	
зовсім	зовсім 		adv 	
не		не	 		part 	
цікавився цікавитися verb:rev:past:m:imperf 	
протягом протяг 	noun:m:v_oru 	
вечора	вечір 		noun:m:v_rod 	
чи		чи 			part 	
нам		ми 			noun:p:v_dav:anim:&pron:pers:1	
щось	щось 		noun:n:v_zna:inanim:&pron:ind 	
потрібно потрібно 	adv:compb 	
,		-	 		- 	
не		не	 		part 	
забирав	забирати 	verb:past:m:imperf 	
використані	використаний adjp:pasv:perf:p:v_zna 	
серветки серветка  	noun:p:v_zna 	
і		і	 		conj:coord  	
брудний	брудний 	adj:m:v_zna:compb 	
посуд	посуд 		noun:m:v_zna 	
!		-	 		SENT_END 	
		-	 		SENT_START 	
Нам		ми 			noun:p:v_dav:anim:&pron:pers:1 	
взагалі	взагалі 	adv:v-u 	
здалось	здатися 	verb:rev:past:n:perf 	
,		-	 		- 	
що		що 			conj:subord 
обслуговуючому обслуговуючий adjp:actv:imperf:m:v_dav:bad  	
персоналу персонал noun:m:v_dav 	
всерівно -  		- 	
на		на	 		prep:rv_zna:rv_mis 	
гостей	гість 		noun:p:v_zna:anim 	
!		-	 		- 	
!		- 			- 	
!		-	 		SENT_END 	
		-	 		SENT_START 	
Рахунок	рахунок 	noun:m:v_naz 	
нам		ми	 		noun:p:v_dav:anim:&pron:pers:1	
довелось довестися 	verb:rev:past:n:perf 	
просити	просити 	verb:inf:imperf 	
у		у	 		prep:rv_zna:rv_mis:rv_rod:v-u 	
іншого	інший 		adj:m:v_rod:&pron:def 	
офіціанта офіціант 	noun:m:v_rod:anim  	
...		-	 		- 	
наш		наш 		adj:m:v_naz:&pron:pos  	
взагалі	взагалі 	adv:v-u 	
не		не	 		part 	
зрозуміло зрозуміло adv:compb  	
де		де	 		part 	
ходив	ходити 		verb:past:m:imperf 	
!		-	 		- 	
!		- 			- 	
!		-	 		SENT_END 	
		-	 		SENT_START 	
Одне	один 		numr:n:v_naz  	
чого	що 			noun:n:v_rod:inanim:&pron:int:rel	
варте	вартий 		adj:n:v_naz 	
було	бути 		verb:past:n:imperf 	
,		-	 		- 	
коли	коли 		conj:subord   	
з		з	 		prep:rv_rod:rv_zna:rv_oru 	
незадоволеним незадоволений adj:m:v_oru:&adjp:pasv:perf  	
обличчям обличчя 	noun:n:v_oru  	
підішов	-	 		- 	
розрахувати	розрахувати verb:inf:perf 	
нас		ми 		 	noun:p:v_zna:anim:&pron:pers:1 	
.		-	 		SENT_END 	
		-	 		SENT_START 	
Настрій	настрій 	noun:m:v_zna 	
зіпсували зіпсувати verb:past:p:perf 	
!		-	 		SENT_END 	
		-	 		SENT_START 	
Нам		ми	 		noun:p:v_dav:anim:&pron:pers:1	
хотілось хотітися 	verb:rev:past:n:imperf 	
як		як 			part 	
умога	-	 		- 	
швидше 	швидко 		adv:compr 	
піти	піти 		verb:inf:perf 	
!		-	 		- 	
!		-	 		SENT_END 	
		-	 		SENT_START 	
В		в	 		prep:rv_zna:rv_mis:rv_rod:v-u 	
залі	зала 	 	noun:f:v_mis 	
було	бути 		verb:past:n:imperf 	
занято	-	 		- 	
лише	лише 		part 	
4		4 			number 	
столики	столик 		noun:p:v_zna 	
...		-	 		- 	
.		-	 		- 	
не		не	 		part 	
думаю	думати 		verb:pres:s:1:imperf 	
,		-	 		- 	
що		що 			conj:subord 
так		так 		adv:&pron:dem 	
важко	важко 		adv:compb 	
добре	добре 		adv:compb	
всіх	весь 		adj:p:v_zna:&pron:dem 	
обслужити обслужити verb:inf:perf 	
!		-	 		- 	
!		-	 		- 	
!		-	 		SENT_END 	
		-	 		SENT_START 	
Тому	тому 		conj:subord	
не		не	 		part 	
раджу	радити 		verb:pres:s:1:imperf 	
іти		іти 		verb:inf:imperf 	
в		в		 	prep:rv_zna:rv_mis:rv_rod:v-u 	
цей		цей 		adj:m:v_zna:&pron:dem 	
ресторан ресторан 	noun:m:v_zna 	
!		-	 		- 	
!		- 			- 	
!		-	 		SENT_END 	
		-	 		SENT_START 	
У		у	 		prep:rv_zna:rv_mis:rv_rod:v-u 	
Львові	Львів 		noun:m:v_mis 	
є		бути 	 	verb:pres:s:3:imperf 	
багато	багато 	 	numr:p:v_naz:&pron:ind  	
прекрасних прекрасний adj:p:v_rod:compb 	
кафе	кафе 	 	noun:p:v_rod:nv 	
,		-	 		- 	
барів	бар 		noun:p:v_rod:xp1  	
,		-	 		- 	
ресторанів ресторан noun:p:v_rod 	
з		з	 		prep:rv_rod:rv_zna:rv_oru 	
кращим	хороший 	adj:n:v_oru:compr 
обслуговуванням	обслуговування 	noun:n:v_oru 
!		-	 		- 	
!		-	 		- 	
!		-	 		- 	
!		-	 		- 	
дякую	дякувати 	verb:pres:s:1:imperf 	
за		за	 		prep:rv_rod:rv_zna:rv_oru 	
увагу	увага 		noun:f:v_zna 	
!		-	 		SENT_END  	
		-	 		SENT_START 	
Були	бути 		verb:past:p:imperf 	
в		в	 		prep:rv_zna:rv_mis:rv_rod:v-u 	
неділю	неділя 		noun:f:v_zna 	
в		в	 		prep:rv_zna:rv_mis:rv_rod:v-u 	
Кумпелі	-	 		- 	
на		на	 		prep:rv_zna:rv_mis 	
Чорновола Чорновіл  noun:m:v_zna:anim:lname 	
.		-	 		SENT_END 	
		-	 		SENT_START 	
Принесли принести 	verb:past:p:perf 	
скисший	-	 		- 	
узвар	узвар 		noun:m:v_zna 	
,		- 			- 	
який 	який 		adj:m:v_naz:&pron:int:rel:def	
був		бути 		verb:past:m:imperf 	
з		з	 		prep:rv_rod:rv_zna:rv_oru 	
бульками булька 	noun:p:v_oru 	
і		і  			conj:coord  	
щипав	щипати 		verb:past:m:imperf 	
за		за	 		prep:rv_rod:rv_zna:rv_oru 	
язик	язик 		noun:m:v_zna 	
.		-	 		SENT_END 	
		-	 		SENT_START 	
Ну		ну	 		part 	
всяке	всякий 		adj:n:v_zna:&pron:gen:v-u 	
буває	бувати 		verb:pres:s:3:imperf 	
...		- 			- 	
літо	літо 		noun:n:v_naz  	
ж		ж 			conj:coord 
на		на	 		prep:rv_zna:rv_mis 	
дворі	двір 		noun:m:v_mis 	
!		-	 		- 	
сказали	сказати 	verb:past:p:perf 	
офіціанту- - 		- 	
офіціант офіціант 	noun:m:v_naz:anim 	
узвар	узвар 		noun:m:v_zna 	
забрав	забрати 	verb:past:m:perf 	
погодився погодитися verb:rev:past:m:perf 	
що		що 			conj:subord 
"		-	 		- 	
провинились	провинитися verb:rev:past:p:perf 	
"		-	 		- 	
(		-	 		- 	
дослівно дослівно 	adv 	
)		-	 		- 	
.		- 			SENT_END 	
		-	 		SENT_START 	
Через	через 		prep:rv_zna 	
5хв		- 			- 	
.		- 			- 	
підійшов підійти 	verb:past:m:perf 	
менеджер менеджер 	noun:m:v_naz:anim 	
чи	 	чи	 		conj:coord:subord  	
адміністратор адміністратор noun:m:v_naz:anim 	
Юрко	Юрко 		noun:m:v_naz:anim:fname 	
Олексій	Олексій 	noun:m:v_naz:anim:fname 	
,		-	 		- 	
преконував - 		- 	
що		що  		conj:subord 
то		то 			conj:subord 	
такий	такий 		adj:m:v_naz:&pron:def 
рецепт	рецепт 		noun:m:v_naz 	
з		з	 		prep:rv_rod:rv_zna:rv_oru 	
лимоном	лимон 		noun:m:v_oru 	
і		і 			conj:coord  	
чорносливом	чорнослив noun:m:v_oru 	
і		і	 		conj:coord  	
не		не	 		part 	
бажав	бажати 		verb:past:m:imperf 	
визнавати визнавати verb:inf:imperf 	
факту 	факт 		noun:m:v_rod 	
того	той 		adj:m:v_rod:&pron:dem  	
що		що 			conj:subord 
він		він 		noun:m:v_naz:&pron:pers:3 	
спорчений - 		- 	
.		- 			SENT_END 	
		-	 		SENT_START 	
В		в 			prep:rv_zna:rv_mis:rv_rod:v-u 	
чеку	чек 		noun:m:v_mis 	
нам		ми	 		noun:p:v_dav:anim:&pron:pers:1 	
порахував порахувати verb:past:m:perf 	
1л		-	 		- 	
узвару	узвар 		noun:m:v_rod 	
,		- 			- 	
після	після 		prep:rv_rod 	
зауваження зауваження noun:n:v_rod 
що		що 			conj:subord 	
ми		ми 			noun:p:v_naz:anim:&pron:pers:1 	
його	він 		noun:m:v_rod:&pron:pers:3 	
не		не	 		part 	
пили	пити 		verb:past:p:imperf 	
знову	знову 		adv 	
заперечував	заперечувати verb:past:m:imperf 	
.		-	 		SENT_END 	
		-	 		SENT_START 	
Книгу	книга 		noun:f:v_zna 	
скарг	скарга 		noun:p:v_rod 	
приніс	принести 	verb:past:m:perf 	
пусту	пустий 		adj:f:v_zna:compb 	
...		-	 		- 	
можливо	можливо 	adv 	
якась	якийсь 		adj:f:v_naz:&pron:ind 	
плва	- 			- 	
,		-	 		- 	
хостес	- 			- 	
сказала	сказати 	verb:past:f:perf 	
що		що  		conj:subord 	
у		у	 		prep:rv_zna:rv_mis:rv_rod:v-u 	
вас		ви 			noun:p:v_rod:anim:&pron:pers:2 
різні	різний 		adj:p:v_naz 	
власники власник 	noun:p:v_naz:anim 	
,		-	 		- 	
але		але 		conj:coord  	
це		цей 		adj:n:v_naz:&pron:dem 
більше	багато 		adv:compr	
скарга	скарга 		noun:f:v_naz 	
не		не	 		part 	
на		на 			prep:rv_zna:rv_mis 	
узвар	узвар 		noun:m:v_zna 	
а		а 			conj:coord  	
на		на	 		prep:rv_zna:rv_mis 	
адміністратора адміністратор noun:m:v_zna:anim 	
.		-	 		SENT_END 	
		-	 		SENT_START 	
Ніякої	ніякий 		adj:f:v_rod:&pron:neg 	
поваги	повага 		noun:f:v_rod 	
до		до	 		prep:rv_rod 	
клієнтів клієнт 	noun:p:v_rod:anim  	
.		-	 		SENT_END 	
		-	 		SENT_START 	
Обурює обурювати 	verb:pres:s:3:imperf 	
така	такий 		adj:f:v_naz:&pron:def 	
реакція	реакція 	noun:f:v_naz 	
адміністратора адміністратор noun:m:v_rod:anim 
.		- 			SENT_END 	
		-	 		SENT_START 	
Такий	такий 		adj:m:v_naz:&pron:def  	
заклад	заклад 		noun:m:v_zna 	
мав		мати 		verb:past:m:imperf 	
би		би	 		part 	
тримати	тримати 	verb:inf:imperf 	
марку	марка 		noun:f:v_zna 	
в		в	 		prep:rv_zna:rv_mis:rv_rod:v-u 	
лиці	лице 		noun:n:v_mis 	
адміністратора адміністратор noun:m:v_rod:anim 
.		-	 		SENT_END 	
		-	 		SENT_START 	
До		до	 		prep:rv_rod 	
хамів	хам 		noun:p:v_rod:anim  	
більше	багато 		adv:compr 
не		не 			part 	
піду	піти 		verb:futr:s:1:perf 	
.		- 			SENT_END 
					PARA_END 	
