			- 				SENT_START 	
!			- 				SENT_END 	

			- 				SENT_START 	
Вражень		враження 		noun:p:v_rod 	
маса		маса 			noun:f:v_naz 	
!			- 				SENT_END 	

			- 				SENT_START 	
Дім			дім 			noun:m:v_naz 								
легенд		легенда 		noun:p:v_rod 	
мене		я 				pron:pers:s:1:v_rod:anim								
надзвичайно	надзвичайно 	adv 	
вразив		вразити 		verb:past:m:perf 	
!			- 				SENT_END	

			- 				SENT_START 	
Все			все 			pron:def								
зроблено	зробити 		verb:impers:perf 	
дуже		дуже 			adv				
креативно	креативно 		adv 	
,			- 				- 	
кожна		кожний 			pron:def 	
кімната		кімната 		noun:f:v_naz 	
має			мати 			verb:pres:s:3:imperf			
свою		свій 			pron:pos 	
історію		історія 		noun:f:v_zna 	
та			та 				conj:coord 							 	
особливості	особливість 	noun:p:v_zna 	
.			- 				SENT_END	

			- 				SENT_START 	
Смачна		смачний 		adj:f:v_naz:compb 	
кава		кава 			noun:f:v_naz 	
,			- 				- 	
чудове		чудовий 		adj:n:v_naz:compb  	
обслуговування	обслуговування 	noun:n:v_naz
,			- 				- 	
невже		невже 			part 	
ще			ще 				part 	
щось		щось 			pron:ind:n:v_zna 	
потрібно	потрібно 		adv:compb 	
для			для 			prep:rv_rod 	
гарного		гарний 			adj:m:v_rod:compb 							
відпочинку	відпочинок 		noun:m:v_rod 	
!			- 				- 	
?			- 				SENT_END 	

			- 				SENT_START 	
Раджу		радити 			verb:pres:s:1:imperf 	
відвідати	відвідати 		verb:inf:perf 	
це			цей 			pron:dem	
місце		місце 			noun:n:v_zna 	
!			- 				SENT_END 
							PARA_END	

			- 				SENT_START 	
Побувала	побувати 		verb:past:f:perf 	
учора		учора 			adv:v-u 	
у			у 				prep:rv_mis:v-u 	
"			- 				- 	
Домі		дім 			noun:m:v_mis 	
легенд		легенда 		noun:p:v_rod 	
"			- 				- 	
разом		разом 			adv			
із			із 				prep:rv_oru 	
гостями		гість 			noun:p:v_oru:anim 	
з			з 				prep:rv_rod 	
Харкова		Харків 			noun:m:v_rod 	
.			- 				SENT_END	

			- 				SENT_START 	
Звичайно	звичайно 		adv:compb 	
послухали	послухати 		verb:past:p:perf 	
цього		цей 			pron:dem								
легендарного	легендарний adj:m:v_rod 								 	
сажотруса	сажотрус 		noun:m:v_rod:anim 								
.			- 				SENT_END
	
			- 				SENT_START 	
Враження	враження 		noun:n:v_naz 							 	
унікальні	унікальний 		adj:p:v_naz:compb 							
.			- 				SENT_END	

			- 				SENT_START 	
Мої			мій 			pron:pos 							
харківчани	- 				- 	
навіть		навіть 			part 	
сказали		сказати 		verb:past:p:perf 	
,			- 				- 	
що			що 				conj:subord 								
лише		лише 			part 	
із			із 				prep:rv_rod	
за			за 				prep:rv_rod
цього		цей 			pron:dem 							
аби			аби 			conj:subord 	
його		його 			pron:pers							 
послухати	послухати 		verb:inf:perf 	
вже			вже 			adv:v-u 	
варта		вартий 	 		adj:f:v_naz 	
було		бути 			verb:past:n:imperf 	
їхати		їхати 			verb:inf:imperf 	
до			до 				prep:rv_rod 	
Львова		Львів 			noun:m:v_rod 	
.			- 				SENT_END	

			- 				SENT_START 	
Яке			який 			pron:rel								
щастя		щастя 			noun:n:v_naz 							
,			- 				- 	
що			що 				conj:subord 							
у			у 				prep:rv_mis:v-u 	
нашому		наш 			pron:pos 								
місті		місто 			noun:n:v_mis 	
є			бути 			verb:pres:p:3:imperf 								
такі		такий 			pron:def 							
цікаві		цікавий 		adj:p:v_naz:compb 							
і			і 				conj:coord 								
геніальні	геніальний 		adj:p:v_naz:compb 							
люди		люди 			noun:p:v_naz:anim 	
.			- 				SENT_END	

			- 				SENT_START 	
Велике		великий 		adj:n:v_naz:compb 							
прохання	прохання 		noun:n:v_naz 							
до			до 				prep:rv_rod 	
керівництва	керівництво 	noun:n:v_rod 								
:			- 				- 	
зробіть		зробити 		verb:impr:p:2:perf 	
так			так 			adv								
що			що 				conj:subord 								
б			б 				part 	
інформація	інформація 		noun:f:v_naz 	
,			- 				- 	
що			що 				conj:subord 						
з			з 				prep:rv_rod	
уст			уста 			noun:p:v_rod 	
сажотруса	сажотрус 		noun:m:v_rod:anim							
можна		можна 			predic 	
почути		почути 			verb:inf:perf 	
легенди		легенда 		noun:f:v_rod 							
була		бути 			verb:past:f:imperf 	
у			у 				prep:rv_rod:v-u 	
цьому		цей 			adj:m:v_mis:&pron:dem 							
буклеті		буклет 			noun:m:v_mis 	
,			- 				- 	
який		який 			pron:rel	
він			він 			pron:pers:m:3:v_naz:anim 	
же			же 				part 	
і			і 				part 	
роздає		роздавати 		verb:pres:s:3:imperf 	
.			- 				SENT_END	

			- 				SENT_START 	
Бо			бо 				conj:subord 								
про			про 			prep:rv_zna 	
це			цей 			adj:n:v_zna:&pron:dem	
не			не 				part 	
усі			увесь 			adj:p:v_naz:&pron:dem						
знають		знати 			verb:pres:p:3:imperf 	
.			- 				SENT_END	

			- 				SENT_START 	
І			і 				conj:coord 							
взагалі		взагалі 		adv:v-u 	
це			цей 			adj:n:v_naz:&pron:dem 							
як			як 				part 	
він			він 			pron:pers:m:3:v_naz:anim 	
їх			вони 			pron:pers:p:3:v_zna:anim 	
розповідає	розповідати 	verb:pres:s:3:imperf 	
,			- 				- 	
це			цей 			adj:n:v_naz:&pron:dem 							
є			бути 			verb:pres:s:3:imperf 							
Ваша		ваш 			adj:f:v_naz:&pron:pos 	
перевага	перевага 		noun:f:v_naz 	
над			над 			prep:rv_oru:rv_zna 	
іншими		інший 			adj:p:v_oru:&pron:def 	
закладами	заклад 			noun:p:v_oru 	
в			в 				prep:rv_zna:rv_mis:rv_rod:v-u 	
Україні		Україна 		noun:f:v_mis 	
.			- 				SENT_END	

			- 				SENT_START 	
І			і 				conj:coord 								
от			от 				part 	
чому		чому 			adv:&pron:int:rel
про			про 			prep:rv_zna 	
цю			цей 			adj:f:v_zna:&pron:dem 	
гордість	гордість 		noun:f:v_zna 	
такий		такий 			adj:m:v_naz:&pron:def 							
мовчок		мовчок 			noun:m:v_naz 							
не			не 				part 	
зрозуміло	зрозуміло 		adv:compb			
.			- 				SENT_END
	
			- 	SENT_START 	
Чи			чи 				conj:coord:subord 							
треба		треба 			predic 	
про			про 			prep:rv_zna 	
це			цей 			adj:n:v_zna:&pron:dem	(pron:dem)
підказати	підказати 		verb:inf:perf 	
власникам	власник 		noun:p:v_dav:anim 	
?			- 				SENT_END 
							PARA_END 	

			- 				SENT_START 	
Сажотрус	сажотрус 		noun:m:v_naz:anim 	
-			- 				- 	
безподобний	- 				- 	
,			- 				- 	
цікава		цікавий 		adj:f:v_naz:compb 	
,			- 				- 	
позитивна	позитивний 		adj:f:v_naz:compb 	
особистість	особистість 	noun:f:v_naz 							
.			- 				SENT_END	

			- 				SENT_START 	
І			і 				conj:coord 								
легенди		легенда 		noun:p:v_zna 	
і			і 				conj:coord 								
міні-вистава	міні-вистава 	noun:f:v_naz 	
з			з 				prep:rv_rod:rv_zna:rv_oru	(prep:rv_oru)
міні-феєрверком	міні-феєрверк 	noun:m:v_oru 	
о			о 				prep:rv_zna:rv_mis 	(prep:rv_mis)
21.24		21.24 			time 	
-			- 				- 	
це			цей 			adj:n:v_naz:&pron:dem 	(pron:dem )						 	
щось		щось 			pron:ind:n:v_zna 	
надзвичайне	надзвичайний 	adj:n:v_zna 	
.			- 				SENT_END	

			- 				SENT_START 	
Може		може 			insert			
ми			ми 				pron:pers:p:1:v_naz:anim	
просто		просто 			adv:compb 								
скучили		скучити 		verb:past:p:perf 	
за			за 				prep:rv_rod:rv_zna:rv_oru	(prep:rv_oru)
казками		казка 			noun:p:v_oru 	
та			та 				conj:coord 	
оригінальними	оригінальний 	adj:p:v_oru:compb 	
сюжетами	сюжет 			noun:p:v_oru 	
...			- 				SENT_END	

			- 				SENT_START 	
Спасибі		спасибі 		predic 	
,			- 				- 	
що			що 				conj:subord 							
є			бути 			verb:pres:p:3:imperf 							
такі		такий 			adj:p:v_naz:&pron:def (pron:def)							
люди		люди 			noun:p:v_naz:anim 	
і			і 				conj:coord 								
такі		такий 			adj:p:v_naz:&pron:def 	(pron:def)						
заклади		заклад 			noun:p:v_naz 										
,			- 				- 	
вони		вони 			pron:pers:p:3:v_naz:anim	
створюють	створювати 		verb:pres:p:3:imperf 	
незабутні	незабутній 		adj:p:v_zna 				
враження	враження 		noun:n:v_naz 							
про			про 			prep:rv_zna 	
Львів		Львів 			noun:m:v_zna 	
!			- 				SENT_END 
							PARA_END	

			- 				SENT_START 	
Сьогодні	сьогодні 		adv 	
при			при 			prep:rv_mis 			
мені		я 				pron:pers:s:1:v_mis:anim 	
викінули	- 				- 	
в			в 				prep:rv_zna:rv_mis:rv_rod:v-u 	(prep:rv_mis:v-u)
2.02		2.02 			time 	
ночі		ніч 			noun:f:v_mis 							
хлопця		хлопець 		noun:m:v_rod:anim 							
з			з 				prep:rv_rod:rv_zna:rv_oru 	(prep:rv_oru)
дівчиною	дівчина 		prep:rv_rod:rv_zna:rv_oru 	(noun:v_oru)
"			- 				- 	
Дому		дім 			noun:m:v_dav 							
легенд		легенда 		noun:p:v_rod 	
"			- 				- 	
.			- 				SENT_END	

			- 				SENT_START 	
Незважаючи	незважаючи 		prep 	
на			на 				prep:rv_zna:rv_mis 	
те			той 			adj:n:v_zna:&pron:dem 	(pron:dem)
що			що 				conj:subord 								
мені		я 				pron:pers:s:1:v_dav:anim 							
подобається	подобатися 		verb:rev:pres:s:3:imperf 	
стиль		стиль 			noun:m:v_zna 	
цього		цей 			adj:m:v_rod:&pron:dem (pron:dem)								
закладу		заклад 			noun:m:v_rod 			
-			- 				- 	
таке		такий 			adj:n:v_naz:&pron:def 	(pron:def)						
відношення	відношення 		noun:n:v_naz 							
мене		я 				pron:pers:s:1:v_rod:anim							
просто		просто 			adv:compb 							
шокувало	шокувати 		verb:past:n:imperf 							
.			- 				- 	
.			- 				SENT_END	

			- 				SENT_START 	
Охорона		охорона 		noun:f:v_naz 	
дійсно		дійсно 			adv 	
просто		просто 			adv:compb 								
неадекватна	неадекватний 	adj:f:v_naz 	
і			і 				conj:coord 						
псує		псувати 		verb:pres:s:3:imperf 	
все			все 			adv:v-u 							
враження	враження 		noun:n:v_zna 								
від			від 			prep:rv_rod 	
цього		цей 			adj:m:v_rod:&pron:dem	(pron:dem)					
закладу		заклад 			noun:m:v_rod			
.			- 				SENT_END	

			- 				SENT_START 	
Необхідно	необхідно 		adv:compb 	
виправити	виправити 		verb:inf:perf 	
ситуацію	ситуація 		noun:f:v_zna 	
якомога		якомога 		adv 	
швидше		видко 			adv:compr 	
.			- 				SENT_END 
							PARA_END	

			- 				SENT_START 	
Ми			ми 				pron:pers:p:1:v_naz:anim	
теж			теж 			adv 						
зустрічали	зустрічати 		verb:past:p:imperf 	
там			там 			adv:&pron:dem 							
Новий		новий 			adj:m:v_zna:compb 	
рік			рік 			noun:m:v_zna 			
.			- 				SENT_END	

			- 				SENT_START 	
ВРАЖЕННЯ	враження 		noun:n:v_naz 							
ЖАХЛИВЕ		жахливий 		adj:n:v_naz:compb 							
!			- 				- 	
!			- 				- 	
!			- 				SENT_END	

			- 				SENT_START 	
Ще			ще 				adv 							
ніколи		ніколи 			adv:&pron:neg 	(pron:neg)
не			не 				part 	
зустрічала	зустрічати 		verb:past:f:imperf 	
Новий		новий 			adj:m:v_zna:compb 	
рік			рік 			noun:m:v_zna			
без			без 			prep:rv_rod 	
келиха		келих 			noun:m:v_rod 	
шампанського	шампанський adj:n:v_rod 								
.			- 				SENT_END	

			- 				SENT_START 	
Єдиний		єдиний 			adj:m:v_naz 							
позитив		позитив 		noun:m:v_naz 							
-			- 				- 	
це			цей 			adj:n:v_naz:&pron:dem (pron:dem) 							
сажотрус	сажотрус 		noun:m:v_naz:anim 	
,			- 				- 	
його		його 			adj:m:nv:&pron:pos 							
конкурси	конкурс 		noun:p:v_naz 								
і			і 				conj:coord 							
гуморески	гумореска 		noun:p:v_naz 								
дійсно		дійсно 			adv 	
заслуговують	заслуговувати 	verb:pres:p:3:imperf 	
на			на 				prep:rv_zna:rv_mis 	
добре		добрий 	 		adj:n:v_zna:compb 	
слово		слово 			noun:n:v_zna 	
.			- 				SENT_END 
							PARA_END	

 			- 				SENT_START 			
І			і 				conj:coord 								
ми			ми 				pron:pers:p:1:v_naz:anim 	
вчора		вчора 			adv:v-u 	
були		бути 			verb:past:p:imperf 	
у			у 				prep:rv_zna:rv_mis:rv_rod:v-u (prep:rv_mis:v-u)	
"			- 				- 	
Домі		дім 			noun:m:v_mis 	
легенд		легенда 		noun:p:v_rod 	
"			- 				- 	
.			- 				SENT_END	

			-				SENT_START 					
До			до 				prep:rv_rod 	
цього		цей 			adj:m:v_rod:&pron:dem (pron:dem)							
дуже		дуже 			adv 				
багато		багато 			adv 								
про			про 			prep:rv_zna 	
нього		він 			pron:pers:m:3:v_rod:anim								
чули		чути 			verb:past:p:imperf 	
,			- 				- 	
а			а 				conj:coord 									
побували	побувати 		verb:past:p:perf 	
лише		лише 			part 	
зараз		зараз 			adv:&pron:dem 	(adv)			
.			- 				SENT_END	

			- 				SENT_START 					
Зрозуміло	зрозуміло 		adv:compb 				
,			- 				- 	
що			що 				conj:subord 								
ми			ми 				pron:pers:p:1:v_naz:anim	
не			не 				part 	
могли		могти 			verb:unknown 	
не			не 				part 	
послухати	послухати 		verb:inf:perf 	
легенди		легенда 		noun:p:v_rod 	
.			- 				SENT_END	

			-				SENT_START 					
Про			про 			prep:rv_zna 	
цього		цей 			adj:m:v_rod:&pron:dem 	(pron:dem)								
сажотруса	сажотрус 		noun:m:v_rod:anim 								
теж			теж 			adv 									
легенди		легенда 		noun:p:v_naz 									
ходять		ходити 			verb:pres:p:3:imperf 	
,			- 				- 	
І			і 				conj:coord 									
Як			як 				conj:subord 									
ми			ми 				pron:pers:p:1:v_naz:anim	
вчора		вчора 			adv:v-u 	
переконалися	переконатися 	verb:rev:past:p:perf 	
,			- 				- 	
то			то 				conj:subord 	
це			цей 			adj:n:v_naz:&pron:dem 	(pron:dem)							
не			не 				part 	
даремно		даремно 		adv 	
!			- 				SENT_END	
			
			- 				SENT_START 					
Він			він 			pron:pers:m:3:v_naz:anim	
їх			вони 			pron:pers:p:3:v_rod:anim 									
так			так 			adv:&pron:dem 	(pron:dem)							 	
цікаво		цікаво 			adv:compb 	
розповідає	розповідати 	verb:pres:s:3:imperf 	
,			- 				- 	
що			що 				conj:subord 								
аж			аж 				part 	
дух			дух 			noun:m:v_zna 	
захоплює	захоплювати 	verb:pres:s:3:imperf 	
.			- 				SENT_END	
			
			- 				SENT_START 		
Мені		я 				pron:pers:s:1:v_dav:anim 								
просто		просто 			adv:compb 								
дивно		дивно 			adv:compb 	
,			- 				- 	
де			де 				adv:&pron:int:rel 								
ви			ви 				pron:pers:p:2:v_naz:anim 	
такого		такий 			adj:m:v_zna:&pron:def 	(pron:def)								
віднайшли	віднайти 		verb:past:p:perf 	
?			- 				SENT_END	
			
			-				SENT_START 					
Переконана	переконаний 	adjp:pasv:past:f:v_naz 	
,			- 				- 	
що			що 				conj:subord 								 	
він			він 			pron:pers:m:3:v_naz:anim	
дійсно		дійсно 			adv 	
є			бути 			verb:pres:s:3:imperf 									
візитівкою	візитівка 		noun:f:v_oru 	
Львова		Львів 			noun:m:v_rod 	
.			- 				SENT_END	
			
			-				SENT_START 					
Приємне		приємний 		adj:n:v_naz:compb 								
враження	враження 		noun:n:v_naz 								
складають	складати 		verb:pres:p:3:imperf 	
і			і 				conj:coord 									
офіціанти	офіціант 		noun:p:v_naz:anim 	
,			- 				- 	
зокрема		зокрема 		adv 	
нас			ми 				pron:pers:p:1:v_rod:anim								
обслуговувувала	- 			- 	
офеціант-карлик	- 			- 	
Іра			Іра 			noun:f:v_naz:anim:fname	
.			- 				SENT_END 	
			
			- 				SENT_START 					
Дуже		дуже 			adv 				
мила		милий 			adj:f:v_naz:compb 									
дівчинка	дівчинка 		noun:f:v_naz:anim 	
!			- 				SENT_END 	
							PARA_END	
			
			- 				SENT_START 				
Для			для 			prep:rv_rod 	
мене		я 				pron:pers:s:1:v_rod:anim 								
було		бути 			verb:past:n:imperf 	
традицією	традиція 		noun:f:v_oru 	
відвудування	- 			- 	
Дому		дім 			noun:m:v_rod 	
легенд		легенда 		noun:p:v_rod 	
,			- 				- 	
але			але 			conj:coord 									
на			на 				prep:rv_zna:rv_mis 	
жаль		жаль 			noun:m:v_zna 	(на_жаль )
останні		останній 		adj:p:v_naz 								 	
відвідини	відвідини 		noun:p:v_naz 								
справили	справити 		verb:past:p:perf 	
не			не 				part 	
найкраще	хороший 		adj:n:v_zna:super 	
враження	враження 		noun:n:v_zna 									
:			- 				- 	
десерти		десерт 			noun:p:v_naz 							 	
не			не 				part 	
свіжі		свіжий 			adj:p:v_naz:compb 								
,			- 				- 	
пиво		пиво 			noun:n:v_zna 								
несли		нести 			verb:past:p:imperf 	
довго		довго 			adv:compb 	
,			- 				- 	
від			від 			prep:rv_rod 	
мого		мій 			adj:m:v_rod:&pron:pos (pron:pos)								
улюбленого	улюблений 		adjp:pasv:past:m:v_rod:compb									
яблучного	яблучний 		adj:m:v_rod 								
пирога		пиріг 			noun:m:v_rod 	
тхнуло		тхнути 			verb:past:n:imperf 	
содою		сода 			noun:f:v_oru 	
...			- 				- 	
я			я 				pron:pers:s:1:v_naz:anim 	
розчарована	розчарований 	adjp:pasv:past:f:v_naz 	
тепер		тепер 			adv:&pron:dem 	
,			- 				- 	
офіціант	офіціант 		noun:m:v_naz:anim 	
не			не 				part 	
уважна		уважний 		adj:f:v_naz:compb 	
,			- 				- 	
ми			ми 				pron:pers:p:1:v_naz:anim 	
зробили		зробити 		verb:past:p:perf 	
швидше		швидко 			adv:compr 	
замовлення	замовлення 		noun:n:v_zna 								
ніж			ніж 			conj:subord 								 	
сусідній	сусідній 		adj:m:v_naz 								 	
стіл		стіл 			noun:m:v_naz 								 	
,			- 				- 	
але			але 			conj:coord 								
чомусь		чомусь 			adv:&pron:ind 				
їхнє		їхній 			adj:n:v_naz:&pron:pos 	(pron:pos)	
пиво		пиво 			noun:n:v_naz 	
прийшло		прийти 			verb:past:n:perf 	
швидше		швидко 			adv:compr 	
!			- 				- 	
!			- 				- 	
!			- 				- 	
!			- 				SENT_END	

			-				SENT_START 					
Обожнюю		обожнювати 		verb:pres:s:1:imperf 	
офіціанта	офіціант 		noun:m:v_zna:anim 	
на			на 				prep:rv_zna:rv_mis 	
імя			- 				- 	
Тарас		Тарас 			noun:m:v_naz:anim:fname	
,			- 				- 	
обслуговував	обслуговувати 	verb:past:m:imperf 	
мене		я 				pron:pers:s:1:v_rod:anim 								
декілька	декілька 		numr:p:v_zna:&pron:ind 	(numr)
раз			раз 			noun:m:v_zna 	
на			на 				prep:rv_zna:rv_mis 	(prep:rv_mis)
терасі		тераса 			noun:f:v_mis 	
.			- 				SENT_END 	
							PARA_END	
			
			-				SENT_START 					
Усі			увесь 			adj:p:v_naz:&pron:dem	(pron:dem)							
заклади		заклад 			noun:p:v_naz 	
від			від 			prep:rv_rod 	
мережі		мережа 			noun:f:v_rod 	
"			- 				- 	
Фест		фест 			noun:m:v_naz:bad 								 	
"			- 				- 	
дуже		дуже 			adv 	
кльові		- 				- 	
,			- 				- 	
та			та 				conj:coord 	
"			- 				- 	
Дім			дім 			noun:m:v_naz 									
легенд		легенда 		noun:p:v_rod 	
"			- 				- 	
особливий	особливий 		adj:m:v_naz 								
.			- 				SENT_END	
			
			-				SENT_START 					
Єдине		єдиний 			adj:n:v_naz 									
,			- 				- 	
що			що 				conj:subord 								
погано		погано 			adv:compb 	
на			на 				prep:rv_zna:rv_mis 	(prep:rv_mis)
терасі		тераса 			noun:f:v_mis 	
ніколи		ніколи 			adv:&pron:neg (adv)	
немає		немає 			predic 	
місця		місце 			noun:n:v_rod 								 	
і			і 				conj:coord 								
бронювати	бронювати 		verb:inf:imperf 	
місця		місце 			noun:p:v_naz 							
там			там 			adv:&pron:dem 									
не			не 				part 	
дозволяють	дозволяти 		verb:pres:p:3:imperf 	
.			- 				SENT_END	
			
			-				SENT_START 		 			
А			а 				conj:coord 								 	
сажотрус	сажотрус 		noun:m:v_naz:anim 	
на			на 				prep:rv_zna:rv_mis (prep:rv_mis)	
вході		вхід 			noun:m:v_mis 	
безподібний	- 				- 	
.			- 				SENT_END	
			
			- 				SENT_START 					
Просто		просто 			adv:compb 								
дивуєшся	дивуватися 		verb:rev:pres:s:2:imperf 	
,			- 				- 	
що			що 				conj:subord 								
люди		люди 			noun:p:v_naz:anim 	
з			з 				prep:rv_rod:rv_zna:rv_oru	(prep:rv_oru)
таким		такий 			adj:m:v_oru:&pron:def 		(pron:def)						
інтелектом	інтелект 		noun:m:v_oru 	
можуть		могти 			verb:unknown 	
працювати	працювати 		verb:inf:imperf 	
швейцарами	швейцар 		noun:p:v_oru:anim 	
.			- 				SENT_END	
			
			-				SENT_START 					
Погано		погано 			adv:compb 	
,			- 				- 	
що			що 				conj:subord 									
він			він 			pron:pers:m:3:v_naz:anim	
тільки		тільки 			adv 								
до			до 				prep:rv_rod 	
22-ої		- 				- 	
годири		- 				- 	
працює		працювати 		verb:pres:s:3:imperf 	
,			- 				- 	
без			без 			prep:rv_rod 	
нього		він 			pron:pers:m:3:v_rod:anim								
це			цей 			adj:n:v_naz:&pron:dem 		(pron:dem)						
вже			вже 			adv:v-u 	
не			не 				part 	
то			то 				conj:subord 	
.			- 				SENT_END	
			
			-				SENT_START 					
Пропоную	пропонувати 	verb:pres:s:1:imperf 	
керівництву	керівництво 	noun:n:v_dav 									
закладу		заклад 			noun:m:v_rod 				
,			- 				- 	
щоби		щоби 			conj:subord 									
додати		додати 			verb:inf:perf 	
йому		він 			pron:pers:m:3:v_dav:anim 				
у			у 				prep:rv_zna:rv_mis:rv_rod:v-u (prep:rv_mis:v-u)	
зарплаті	зарплата 		noun:f:v_mis 	
якусь		якийсь 			adj:f:v_zna:&pron:ind 	(pron:ind)
зайву		зайвий 			adj:f:v_zna 	
01.Лют		1-2 			number 	
тисячі		тисяча 			noun:f:v_rod 							
та			та 				conj:coord 								 	
що			що 				conj:subord 								
б			б 				part 	
він			він 			pron:pers:m:3:v_naz:anim 	
працював	працювати 		verb:past:m:imperf 	
як			як 				adv:&pron:int:rel 		(adv)						
і			і 				part 	
заклад		заклад 			noun:m:v_naz 								
до			до 				prep:rv_rod 	
2.00		2.00 			time 	
.			- 				SENT_END	
			
			-				SENT_START 					
Для			для 			prep:rv_rod 	
того		той 			adj:m:v_rod:&pron:dem	(pron:dem)							
аби			аби 			conj:subord 	
знайти		знайти 			verb:inf:perf 	
ці			цей 			adj:p:v_zna:&pron:dem (pron:dem)	
гроші		гроші 			noun:p:v_zna 					
можна		можна 			predic 	
просто		просто 			adv:compb 									
збільшити	збільшити 		verb:inf:perf 	
на			на 				prep:rv_zna:rv_mis 	(prep:rv_zna)
пару		пар 			oun:f:v_zna 	
відсотків	відсоток 		noun:p:v_rod 	
ціни		ціна 			noun:f:v_rod 								
і			і 				conj:coord 								 	
всім		весь 			adj:m:v_oru:&pron:dem		(pron:dem)					
буде		бути 			verb:futr:s:3:imperf 	
добре		добре 			adv 				 	
.			- 				SENT_END 	
							PARA_END	
			
			-				SENT_START 					
Дійсно		дійсно 			adv 	
чудове		чудовий 		adj:n:v_naz:compb 	
місце		місце 			noun:n:v_naz 	
для			для 			prep:rv_rod 	
відпочинку	відпочинок 		noun:m:v_rod 	
)			- 				- 	
)			- 				- 	
часто		часто 			adv:compb 	
там			там 			adv:&pron:dem 	
буваю		бувати 			verb:pres:s:1:imperf 	
)			- 				- 	
)			- 				- 	
Що			що 				conj:subord 	
правда		правда 			insert 	
там			там 			adv:&pron:dem 	
є			бути 			verb:pres:p:3:imperf 									
страви		страва 			noun:p:v_naz 	
які			який 			adj:p:v_naz:&pron:int:rel:def	(pron:int)
не			не 				part 	
є			бути 			verb:pres:p:3:imperf 								 	
смачними	смачний 		adj:p:v_oru:compb 	
(			- 				- 	
принаймі	- 				- 	
мені		я 				pron:pers:s:1:v_dav:anim 	
)			- 				- 	
І			і 				conj:coord 	
ще			ще 				adv 	
не			не 				part 	
подобається	подобатися 		verb:rev:pres:s:3:imperf 	
те			той 			adj:n:v_naz:&pron:dem 	(pron:dem)
що			що 				conj:subord 	
не			не 				part 	
можна		можна 			predic 	
фотографувати	фотографувати 	verb:inf:imperf 	
в			в 				prep:rv_zna:rv_mis:rv_rod:v-u (prep:rv_mis:v-u)	
приміщенні	приміщення 		noun:n:v_mis 	
)			- 				- 	
)			- 				SENT_END 	
							PARA_END	
			
			-				SENT_START 		 			
Перше		перший 			adj:n:v_naz 	
враження	враження 		noun:n:v_naz 	
було		бути 			verb:past:n:imperf 	
хороше		хороший 		adj:n:v_naz:compb 	
.			- 				SENT_END	
			
			- 				SENT_START 		
Але			але 			conj:coord 	
коли		коли 			adv:&pron:int:rel 	
принесли	принести 		verb:past:p:perf 	
замовлені	замовлений 		adjp:pasv:past:p:v_zna 	
страви		страва 			noun:p:v_zna 	
і			і 				conj:coord 	
запитали	запитати 		verb:past:p:perf 	
,			- 				- 	
чи			чи 				conj:coord:subord 	
ми			ми 				pron:pers:p:1:v_naz:anim	
через		через 			prep:rv_zna 	
півгодини	півгодини 		noun:f:v_rod:nv:np 	
звільнимо	звільнити 		verb:futr:p:1:perf 	
столик		столик 			noun:m:v_zna 	
)			- 				- 	
)			- 				- 	
)			- 				- 	
Це			цей 			adj:n:v_naz:&pron:dem 	(pron:dem)
при			при 			prep:rv_mis 	
тому		тому 			adv 	
.			- 				SENT_END	
			
			-				SENT_START 					
що			що 				conj:subord 	
поруч		поруч 			adv 	
були		бути 			verb:past:p:imperf 	
три			три 			numr:p:v_naz 	
столики		столик 			noun:p:v_naz 	
вільні		вільний 		adj:p:v_naz:compb 	
...			- 				SENT_END	
			
			-				SENT_START 					
Порадувало	порадувати 		verb:past:n:perf 	
тільки		тільки 			adv 	
спілкування	спілкування 	noun:n:v_naz 	
із			із 				prep:rv_rod:rv_zna:rv_oru	(prep:rv_oru)
гостями		гість 			noun:p:v_oru:anim 	
міста		місто 			noun:n:v_rod 	
за			за 				prep:rv_rod:rv_zna:rv_oru	(prep:rv_oru)
сусіднім	сусідній 		adj:m:v_mis 	
столиком	столик 			noun:m:v_oru 	
із			із 				prep:rv_rod:rv_zna:rv_oru	(prep:rv_rod)
Донецька	Донецьк 		noun:m:v_rod 	
,			- 				- 	
пореготались	- 			- 	
,			- 				- 	
бо			бо 				conj:subord 	
вони		вони 			pron:pers:p:3:v_naz:anim	
говорили	говорити 		verb:past:p:imperf 	
українською	український 	adj:f:v_oru 	
,			- 				- 	
а			а 				conj:coord 	
ми			ми 				pron:pers:p:1:v_naz:anim	
російською	російський 		adj:f:v_oru 	
...			- 				SENT_END	
			
			- 				SENT_START 					
Порозумілись	порозумітися 	verb:rev:past:p:perf 	
.			- 				SENT_END	
			
			-				SENT_START 		 			
Атмосфера	атмосфера 		noun:f:v_naz 	
цікава		цікавий 		adj:f:v_naz:compb 	
,			- 				- 	
та			та 				conj:coord 	
з			з 				prep:rv_rod:rv_zna:rv_oru	(prep:rv_oru)
офіціантами	офіціант 		noun:p:v_oru:anim 	
тренінги	тренінг 		noun:p:v_zna 	
проводити	проводити 		verb:inf:imperf 	
треба		треба 			predic 	
...			- 				SENT_END 	
							PARA_END	
			
			- 				SENT_START 					
Це			цей 			adj:n:v_naz:&pron:dem	(pron:dem)
неперевершено	неперевершено 	adv 	
!			- 				SENT_END	
			
			- 				SENT_START 					
Пощастило	пощастити 		verb:past:n:perf 	
побувати	побувати 		verb:inf:perf 	
