Token			Lemma			Part-of-speech				Chunk
						PARA_START
			-			SENT_START 
.			- 			SENT_END
 
			- 			SENT_START 
Домс			- 			- 
,			- 			- 
який			який 			pron:rel
привозять		привозити 		verb:pres:p:3:imperf 
в			в 			prep:rv_zna 
ресторани		ресторан 		noun:p:v_zna 
в			в 			prep:rv_mis 
кегах			- 			- 
для			для 			prep:rv_rod 
розливу			- 			- 
і			і 			conj:coord
то			то 			conj:subord 
смачніший		смачний 		adj:m:v_naz:compr 
.			- 			SENT_END 

			- 			SENT_START 
Ну			ну 			part 
і			і 			conj:coord 
по			по 			prep:rv_mis
кухні			кухня 			noun:f:v_mis 
є			бути 			verb:pres:s::imperf 
над			над 			prep:rv_oru 
чим			що 			pron:rel
працювати		працювати 		verb:inf:imperf 
.			- 			SENT_END
 
			- 			SENT_START 
Навряд			навряд 			adv 
чи			чи 			part 
я			я 			pron:pers:1
вмовлю			вмовити 		verb:futr:s:1:perf 
друзів			друзі 			noun:p:v_rod:anim
дивитись		дивитися 		verb:rev:inf:imperf 
фінал			фінал 			noun:m:v_zna 
ЛЄ			- 			- 
в			в 			prep:rv_mis 
ХДРД			- 			- 
,			- 			- 
але			але 			conj:coord 
для			для 			prep:rv_rod 
перегляду		перегляд 		noun:m:v_rod 
футболу			футбол 			noun:m:v_rod 
це			-			part
однозначно		однозначно 		adv 
одне			один 			numr:n:v_naz
з			з 			prep:rv_rod 
кращих			хороший 		adj:p:v_rod:compr 
місць			місце 			noun:p:v_rod 
у			у 			prep:rv_mis 
Львові			Львів 			noun:m:v_mis 
.			- 			SENT_END 

			- 			SENT_START 
Середній		середній 		adj:m:v_naz 
чек			чек 			noun:m:v_naz 
на			на 			prep:rv_zna 
людину			людина 			noun:f:v_zna:anim 
150			150 			number 
$			- 			- 
.			- 			SENT_END 
						PARA_END 

			 			PARA_START
			-			SENT_START 		
Як			як 			part 
частий			частий 			adj:m:v_naz:compb 
відвідувач		відвідувач 		noun:m:v_naz:anim 
цього			цей 			pron:dem 
закладу			заклад 			noun:m:v_rod 
,			- 			- 
хочу			хотіти 			verb:pres:s:1:imperf 
наголосити		наголосити 		verb:inf:perf 
,			- 			- 
що			що 			conj:subord
обслуговування		обслуговування 		noun:n:v_naz 
та			та 			conj:coord 
ставлення		ставлення 		noun:n:v_naz 
персоналу		персонал 		noun:m:v_rod 
до			до 			prep:rv_rod 
клієнтів		клієнт 			noun:p:v_rod:anim 
щоразу			щоразу 			adv 
погіршується		погіршуватися 		verb:rev:pres:s:3:imperf 
.			- 			- 
офіціанти		офіціант 		noun:p:v_naz:anim 
не			не 			part 
встигають		встигати 		verb:pres:p:3:imperf:v-u 
оформлювати		оформлювати 		verb:inf:imperf 
замовлення		замовлення 		noun:p:v_zna 
.			- 			SENT_END 

			- 			SENT_START 
Охорона			охорона 		noun:f:v_naz 
хамить			хамити 			verb:pres:s:3:imperf 
.			- 			SENT_END 

			- 			SENT_START 
Вважаю			вважати 		verb:pres:s:1:imperf 
,			- 			- 
що			що 			conj:subord
це			-			part
великий			великий 		adj:m:v_naz:compb 
мінус			мінус 			noun:m:v_naz 
для			для 			prep:rv_rod 
HR-менеджерів		HR-менеджер 		noun:p:v_rod:anim 
.			- 			SENT_END
 
			- 			SENT_START 
Персонал		персонал 		noun:m:v_naz 
потрібно		потрібно 		adv:compb 
не			не 			part 
тільки			тільки 			conj:subord 
підбирати		підбирати 		verb:inf:imperf 
.			- 			- 
а			а 			conj:coord 
й			й 			conj:coord
навчати			навчати 		verb:inf:imperf 
!			- 			SENT_END 

			- 			SENT_START 
Цей			цей 			pron:dem
заклад			заклад 			noun:m:v_naz 
втрачає			втрачати 		verb:pres:s:3:imperf:v-u
свою			свій 			pron:pos 
популярність		популярність 		noun:f:v_zna 
.			- 			SENT_END
 
			- 			SENT_START 
Тепер			тепер 			adv 
впеснена		- 			- 
,			- 			- 
що			що 			conj:subord
іноземних		іноземний 		adj:p:v_zna 
гостей			гостя 			noun:p:v_zna:anim 
я			я 			pron:pers:1 
туди			туди 			adv 
не			не 			part 
поведу			повести 		verb:futr:s:1:perf 
.			- 			SENT_END 

			- 			SENT_START 
Виправляйтесь		виправлятися 		verb:rev:impr:p:2:imperf
,			- 			- 
або			або 			conj:coord 
закривайтесь		закриватися 		verb:rev:impr:p:2:imperf
!			- 			SENT_END 
						PARA_END
 
						PARA_START
			- 			SENT_START 
Був			бути 			verb:past:m:imperf 
у			у 			prep:rv_mis
закладі			заклад 			noun:m:v_mis 
з			з 			prep:rv_oru 
друзями			друзі 			noun:p:v_oru:anim 
17,03,2015		- 			- 
на			на 			prep:rv_mis 
святкуванні		святкування 		noun:n:v_mis 
Дня			день 			noun:m:v_rod 
Патріка			Патрік 			noun:m:v_rod:anim:fname 
.			- 			SENT_END
 
			- 			SENT_START 
ТАкого			- 			- 
жахливого		жахливий 		adj:m:v_rod:compb
обслуговування		обслуговування 		noun:n:v_rod
давно			давно 			adv 
не			не 			part 
бачив			бачити 			verb:past:m:imperf 
.			- 			SENT_END 

			- 			SENT_START 
В			в 			prep:rv_rod
меня			- 			- 
50%			50% 			number 
немає			немає 			predic 
,			- 			- 
пива			пиво 			noun:n:v_rod
немає			немає 			predic 
крім			крім 			prep:rv_rod 
їхнього			їхній 			pron:pos
,			- 			- 
Бокал			бокал 			noun:m:v_zna 
вина			вино 			noun:n:v_rod 
несли			нести 			verb:past:p:imperf 
пів			пів 			noun:f:v_naz:nv:np 
години			година 			noun:f:v_rod
,			- 			- 
сирну			сирний 			adj:f:v_zna 
тарілку			тарілка 		noun:f:v_zna 
пів			пів 			noun:f:v_naz:nv:np 
години			година 			noun:f:v_rod
.			- 			SENT_END 

			- 			SENT_START 
З			з 			prep:rv_rod
закуски			закуска 		noun:f:v_rod 
тільки			тільки 			part 
картопля		картопля 		noun:f:v_naz 
.			- 			SENT_END 

			- 			SENT_START 
Друзі			друзі 			noun:p:v_naz:anim 
прочекали		прочекати 		verb:past:p:perf 
мясо			- 			- 
2			2 			number 
години			година 			noun:p:v_naz 
і			і 			conj:coord 
їм			вони 			pron:pers:3 
так			так 			part 
нічого			ніщо 			pron:neg
не			не 			part 
принесли		принести 		verb:past:p:perf 
.			- 			SENT_END 

			- 			SENT_START 
І			і 			conj:coord 
адміністрація		адміністрація 		noun:f:v_naz 
була			бути 			verb:past:f:imperf 
в			в 			prep:rv_mis 
курсі			курс 			noun:m:v_mis 
свята			свято 			noun:n:v_rod
і			і 			conj:coord
нічого			ніщо 			pron:neg
не			не 			part 
зробила			зробити 		verb:past:f:perf 
для			для 			prep:rv_rod 
того			той 			pron:dem 
щоб			щоб 			part 
до			до 			prep:rv_rod 
нього			воно 			pron:pers:3 
підготуватись		підготуватися 		verb:rev:inf:perf 
.			- 			SENT_END 

			- 			SENT_START 
Великий			великий 		adj:m:v_naz:compb 
жирний			жирний 			adj:m:v_naz:compb 
мінус			мінус 			noun:m:v_naz
для			для 			prep:rv_rod 
вас			ви 			pron:pers:2 
і			і 			conj:coord
я			я 			pron:pers:1 
радий			радий 			adj:m:v_naz 
що			що 			conj:subord
у			у 			prep:rv_mis 
Львові			Львів 			noun:m:v_mis 
є			бути 			verb:pres:p:3:imperf
багато			багато 			adv 
інших			інший 			pron:def 
кращих			хороший 		adj:p:v_rod:compr 
закладів		заклад 			noun:p:v_rod 
.			- 			SENT_END 
						PARA_END 	
